cluster,total_avg_rtt,total_avg_tp,total_avg_tcp
1,194.5,63351.6875,11439579.40625
0,71.0,17033.0,2872.0
0,105.0,3976.0,18465.0
1,36.0,31665.0,34442.0
1,93.0,32255.0,1020498.0
1,76.0,35452.5,5649211.0
0,20.0,71.0,339032.0
0,38.0,29846.0,30348.0
0,18.0,101.0,1725323.0
2,114.0,24204.5,7883135.125
0,29.0,40.0,230918.25
1,194.5,36662.0,1528787.0
1,93.0,40498.0,244426.0
1,194.5,63351.6875,11439579.40625
0,35.0,188.0,2681512.0
2,77.0,39.0,7763261.875
1,194.5,63351.6875,10110640.125
0,31.0,100.0,6774.0
1,119.0,50865.25,7715355.875
1,194.5,155.0,169434.0
0,22.0,25722.0,8634.0
1,82.0,63351.6875,7001240.0
1,194.5,21588.5,10154369.0
2,14.0,83.0,7883135.125
1,194.5,63351.6875,5780432.0
1,167.0,63351.6875,11439579.40625
1,194.5,63351.6875,11439579.40625
0,33.0,986.0,49899.0
1,43.0,52621.25,758099.0
0,50.0,106.0,4575.0
0,111.0,7159.0,190810.25
0,88.0,932.0,343960.5
2,158.0,8768.0,7880482.875
2,84.0,216.0,6568981.0
0,43.0,248.0,36430.0
1,70.0,36551.5,7721988.875
0,46.0,91.0,929.0
0,33.0,122.0,1193068.0
1,194.5,56053.5,11439579.40625
0,77.0,193.0,4705.0
1,127.0,9039.0,72508.0
2,77.0,194.0,7789497.875
0,60.0,13271.0,5630.0
2,83.0,169.0,9439398.875
0,50.0,96.0,1602.0
1,190.0,63351.6875,11439579.40625
0,50.0,95.0,3014.0
0,57.0,7948.5,496784.0
2,32.0,63.0,7716646.875
0,30.0,1292.0,698644.0
0,39.0,63.0,330544.0
1,44.0,50458.25,91981.0
1,148.0,44968.5,1951772.0
1,63.0,31222.5,55755.0
0,118.0,3443.0,181819.0
0,29.0,96.0,206254.0
2,68.0,826.0,4610207.0
1,32.0,34680.0,32046.0
0,23.0,98.0,89399.0
1,107.0,51784.0,576822.0
2,100.0,230.0,7916790.125
0,39.0,63.0,261212.0
1,194.5,180.0,2385127.0
2,150.0,10390.0,8077553.375
1,64.0,41778.5,7732606.875
1,110.0,21720.0,3308679.0
1,75.0,52768.75,7722973.875
0,38.0,97.0,5785.0
1,150.0,181.0,901357.0
1,127.0,29639.5,3645384.0
0,50.0,155.0,508647.0
0,40.0,108.0,726964.0
2,61.0,28.0,7603578.25
0,36.0,4284.0,7623.0
0,50.0,113.0,490245.0
0,127.0,272.0,70833.0
2,42.0,97.0,3668527.25
2,50.0,145.0,5735388.0
1,116.0,52768.75,7883135.125
2,29.0,62.0,7810775.875
0,50.0,93.0,9386.0
2,63.0,82.0,7883135.125
0,114.0,172.0,1526454.0
0,34.0,99.0,26316.0
0,88.0,645.0,2628580.0
1,91.0,39399.5,8662089.875
2,50.0,16.0,7783525.875
2,50.0,73.0,7883135.125
0,51.0,1895.0,218.0
1,57.0,25971.0,175736.0
0,33.0,98.0,36644.0
1,194.5,54132.0,11364220.375
0,48.0,995.0,63143.0
1,194.5,156.0,1549261.0
1,148.0,52880.75,169892.0
1,91.0,52857.75,6805994.0
0,50.0,2638.0,189970.0
2,50.0,67.0,7771149.875
0,50.0,124.0,2549825.0
1,108.0,52883.75,68362.0
0,52.0,2254.0,1100022.0
0,50.0,117.0,734739.0
0,112.0,547.0,1151413.0
0,38.0,145.0,780911.0
0,47.0,92.0,33097.0
0,34.0,16865.0,7590.0
0,50.0,15.0,9069.0
0,30.0,100.0,2539.0
0,77.0,90.0,1041874.0
1,194.5,63351.6875,11439579.40625
1,127.0,46937.0,7883135.125
0,56.0,607.0,355276.25
0,55.0,2402.0,18294.0
0,42.0,86.0,23762.0
1,194.5,22385.0,3922076.25
0,50.0,93.0,356654.0
0,50.0,15.0,232302.0
0,34.0,31450.5,172360.25
0,20.0,153.0,125766.0
0,37.0,104.0,288731.0
1,56.0,33227.0,393702.0
0,50.0,65.0,109745.0
2,194.5,343.0,8237727.0
2,70.0,160.0,3102488.25
1,194.5,63351.6875,2088088.0
0,69.0,6617.0,432641.0
1,194.5,23890.0,179042.0
0,40.0,113.0,52653.0
1,187.0,51199.25,100072.0
0,14.0,84.0,214738.0
0,78.0,170.0,283654.0
1,146.0,53044.75,11439579.40625
0,40.0,203.0,190798.0
0,108.0,226.0,59662.0
1,131.0,145.0,1870932.25
0,87.0,110.0,494142.0
1,47.0,35197.0,577883.0
1,77.0,51399.25,4588.0
0,62.0,97.0,59698.0
2,39.0,92.0,4705286.0
1,94.0,51576.25,288926.0
1,64.0,51535.25,66736.0
1,146.0,52871.75,6407994.0
0,30.0,105.0,418564.0
0,50.0,71.0,1079238.0
0,50.0,15.0,3316.0
0,78.0,87.0,6408.0
0,41.0,12845.0,47056.0
2,24.0,99.0,7852013.875
0,126.0,70.0,11732.0
1,65.0,31370.0,1382065.0
0,15.0,73.0,56200.0
2,34.0,98.0,7729240.875
2,127.0,11418.0,7883135.125
0,41.0,100.0,2750.0
1,131.0,63351.6875,8089524.0
0,62.0,63.0,72259.0
0,98.0,88.0,4006.0
2,100.0,249.0,10647059.0
1,46.0,43394.0,455239.0
1,53.0,52768.75,193118.0
1,127.0,11397.0,323917.0
1,116.0,50842.25,4207020.25
1,101.0,43532.0,70508.0
2,106.0,305.0,11439579.40625
2,108.0,11986.0,5011254.0
0,28.0,93.0,125101.0
0,45.0,1772.0,169382.25
0,50.0,75.0,52592.0
1,171.0,63351.6875,3032044.0
1,83.0,45872.0,1427696.0
1,194.5,63351.6875,11439579.40625
1,157.0,24968.5,1674746.5
1,121.0,763.0,1768845.0
2,90.0,25.0,7883135.125
0,50.0,67.0,173704.25
1,127.0,52768.75,7883135.125
0,102.0,953.0,78475.0
0,29.0,100.0,7232.0
1,137.0,31904.0,7944327.875
2,114.0,14195.0,5672870.0
0,36.0,11485.0,370878.0
2,106.0,26260.0,7781089.875
2,111.0,7469.5,10403947.375
1,194.5,63351.6875,11439579.40625
1,155.0,9830.0,140252.0
1,65.0,51687.25,48195.0
0,37.0,116.0,7473.0
0,52.0,13772.0,23769.0
0,44.0,92.0,6219.0
0,50.0,131.0,2361301.0
0,41.0,8716.0,105204.0
0,39.0,97.0,1059442.0
0,65.0,228.0,1681130.0
1,77.0,25074.0,54092.0
1,85.0,41202.5,7731710.875
0,50.0,109.0,3922.0
0,50.0,64.0,184944.0
1,113.0,10462.5,64660.0
1,140.0,63351.6875,41458.0
2,94.0,623.0,8259680.125
0,50.0,15.0,13378.0
1,182.0,51565.0,578121.0
1,114.0,9729.0,105245.0
1,62.0,48394.0,396553.0
0,50.0,86.0,2499367.25
2,50.0,98.0,3849816.0
0,76.0,4357.0,682902.0
2,66.0,203.0,9407296.375
0,29.0,98.0,1937512.0
0,37.0,112.0,61497.0
1,194.5,53113.75,601939.0
0,24.0,99.0,170466.25
1,87.0,32296.5,1063626.0
2,33.0,48.0,7298889.0
1,194.0,63351.6875,8391268.0
0,28.0,96.0,571391.0
0,78.0,217.0,476678.0
2,71.0,113.0,7820249.875
0,117.0,144.0,121064.0
0,50.0,134.0,11606.0
0,105.0,89.0,1376.0
1,91.0,52768.75,6892393.0
0,50.0,110.0,50804.0
1,48.0,49769.5,7816007.875
1,138.0,34421.5,1771815.0
0,121.0,111.0,10945.0
0,99.0,275.0,704098.25
0,125.0,304.0,23273.0
0,50.0,66.0,1716001.25
0,40.0,96.0,1622509.0
0,70.0,6735.0,16589.0
0,100.0,30.0,106489.0
0,22.0,117.0,874723.0
0,28.0,97.0,3588.0
0,98.0,90.0,30554.0
2,51.0,35204.5,11147371.875
0,87.0,995.0,16288.0
0,47.0,78.0,472490.0
1,56.0,52893.75,261216.0
0,105.0,153.0,2065963.0
1,127.0,15504.0,1381933.0
2,58.0,2849.0,7883135.125
0,46.0,81.0,38917.0
1,35.0,52768.75,2836161.25
0,50.0,97.0,2835329.0
1,127.0,51812.25,383221.0
0,28.0,24605.0,75347.0
2,192.0,6467.0,11439579.40625
0,34.0,119.0,31668.0
0,39.0,88.0,268703.0
1,161.0,19198.0,59827.0
1,194.5,33231.0,9245601.875
0,53.0,4973.0,20978.0
1,127.0,40870.0,5847521.25
2,50.0,64.0,6035937.0
1,177.0,39681.0,2518301.0
0,50.0,108.0,169978.25
0,63.0,115.0,22526.0
2,64.0,63.0,7716646.875
1,111.0,46269.0,235189.0
2,50.0,59.0,7883135.125
1,194.5,20942.0,1334721.0
0,51.0,12603.5,272130.0
0,48.0,80.0,594180.0
1,194.5,38555.0,1470711.25
0,50.0,63.0,39103.0
0,50.0,106.0,787718.0
0,37.0,82.0,44041.0
1,45.0,52299.25,1229210.0
0,56.0,9979.0,426877.0
2,42.0,79.0,7719306.875
1,85.0,35405.5,7803083.875
0,27.0,100.0,30090.0
0,49.0,72.0,3733.0
1,79.0,30621.0,24186.0
0,27.0,112.0,6573.0
0,48.0,112.0,3405.0
0,16.0,153.0,269222.0
0,35.0,11928.0,26749.0
1,114.0,1120.0,2116451.0
1,47.0,52353.5,27890.0
0,47.0,63.0,1708.0
2,50.0,20562.0,7722053.875
2,47.0,110.0,7714206.875
0,80.0,94.0,36914.0
2,71.0,212.0,7759216.875
2,97.0,155.0,4012050.5
1,112.0,49289.0,287214.0
1,111.0,52509.25,3429018.0
2,133.0,23575.0,11439579.40625
0,79.0,155.0,929697.0
0,114.0,6101.0,75305.0
0,39.0,99.0,356654.0
0,49.0,535.0,13012.0
1,110.0,6323.0,1330888.0
2,50.0,122.0,7883135.125
2,50.0,112.0,7812680.875
0,39.0,106.0,132087.0
1,67.0,52921.75,4411440.0
1,99.0,51030.25,379567.0
1,75.0,50971.5,760241.0
0,64.0,10139.5,49709.0
0,35.0,27265.5,39670.0
0,43.0,397.0,7149.0
1,129.0,3732.0,10200.0
0,50.0,153.0,1314267.0
1,127.0,23346.5,7715541.875
0,35.0,192.0,2614858.0
0,73.0,9736.0,52777.0
0,45.0,1495.0,55582.0
1,68.0,52880.75,1727452.0
0,31.0,73.0,9359.0
2,82.0,503.0,11439579.40625
0,49.0,128.0,17171.0
2,29.0,96.0,3621087.0
1,194.5,63351.6875,937867.0
1,37.0,52768.75,242808.25
1,103.0,52874.75,5465512.0
0,50.0,55.0,2458833.0
1,68.0,35550.5,1324358.0
0,50.0,113.0,33431.0
1,164.0,48294.0,3314510.0
2,86.0,19231.5,7767749.875
0,29.0,76.0,577883.0
1,127.0,52768.75,7852838.875
1,194.5,49699.0,834940.0
1,140.0,63351.6875,10119402.0
2,108.0,173.0,9283841.875
1,136.0,36246.0,2558901.0
0,40.0,152.0,11606.0
1,125.0,36154.0,7815929.875
1,194.5,63351.6875,850845.0
0,52.0,7794.0,33880.0
0,54.0,196.0,2150947.0
2,50.0,97.0,7790050.875
1,115.0,63351.6875,5604537.25
0,37.0,29353.0,55209.0
0,49.0,6227.0,79374.0
1,128.0,6684.0,286202.0
2,38.0,2488.0,7883135.125
0,38.0,90.0,2022640.0
0,88.0,116.0,260971.25
1,112.0,16010.5,2706706.0
0,57.0,16717.0,137519.0
1,49.0,52768.75,7743258.875
0,50.0,127.0,178362.0
1,49.0,52768.75,438830.0
1,135.0,63351.6875,712339.0
0,28.0,90.0,410038.0
0,31.0,22359.5,12887.0
0,30.0,84.0,213111.25
0,51.0,80.0,750500.0
2,50.0,66.0,7715316.875
1,79.0,40211.5,7755104.875
2,100.0,231.0,9827180.875
0,32.0,97.0,401568.0
1,194.5,63335.0,11439579.40625
1,187.0,63351.6875,8202625.125
0,29.0,103.0,39434.0
0,42.0,198.0,616555.0
0,39.0,71.0,321616.0
0,23.0,39.0,40096.0
0,84.0,8518.0,7069.0
2,18.0,90.0,7758650.875
0,46.0,90.0,255830.0
0,50.0,15.0,397457.0
2,50.0,83.0,7883135.125
2,59.0,90.0,3748500.0
0,30.0,76.0,1883733.0
1,97.0,36553.5,7765758.875
0,104.0,9453.0,313156.0
1,127.0,28495.0,7715601.875
1,194.5,63351.6875,5976064.0
0,50.0,15.0,251923.0
1,66.0,52768.75,5761049.25
2,50.0,85.0,7764556.875
0,41.0,127.0,96150.0
0,41.0,1261.0,6070.0
1,67.0,52267.25,819752.25
0,106.0,6697.0,11033.0
0,50.0,64.0,539365.0
1,87.0,51429.25,1418915.25
0,42.0,288.0,2324.0
0,29.0,73.0,417272.0
2,50.0,15.0,5739870.0
1,80.0,46070.0,1844173.0
0,75.0,17318.0,183289.0
1,121.0,36448.5,7883135.125
0,97.0,2671.0,528946.0
1,98.0,24141.0,1450361.0
0,48.0,1392.0,271759.0
1,172.0,1307.0,430531.0
0,49.0,24621.0,61180.0
0,20.0,115.0,76510.0
0,110.0,6744.0,276537.0
0,64.0,79.0,2377498.0
1,80.0,41876.5,7510143.0
1,101.0,52867.75,462773.25
1,92.0,52882.75,7968072.875
2,113.0,2191.0,7883135.125
2,107.0,289.0,11439579.40625
0,39.0,109.0,235551.0
0,47.0,9216.0,25055.0
2,50.0,111.0,7737426.875
1,49.0,29567.0,1479353.0
1,64.0,45480.5,689970.0
0,50.0,79.0,563322.0
0,42.0,79.0,1456740.0
1,194.5,27572.0,3508749.0
0,38.0,437.0,177340.25
0,100.0,40.0,1328925.0
1,126.0,31979.0,294508.0
1,194.0,63351.6875,4575534.0
0,48.0,80.0,688925.0
1,194.5,63351.6875,2494966.5
1,74.0,28278.0,60951.0
1,91.0,30983.0,230985.0
0,107.0,315.0,870143.25
2,59.0,43.0,7883135.125
0,50.0,105.0,191110.0
0,50.0,85.0,100852.0
1,97.0,52768.75,3157516.0
2,80.0,81.0,6449608.0
1,194.5,63351.6875,11439579.40625
2,26.0,92.0,7358428.0
0,50.0,77.0,21563.0
2,50.0,103.0,7735933.875
0,50.0,75.0,41495.0
1,86.0,63351.6875,1328749.0
2,36.0,90.0,7788067.875
1,45.0,52056.25,1412619.0
1,109.0,39773.5,1633616.0
1,121.0,25001.0,1728746.0
0,64.0,2604.0,14665.0
1,148.0,9876.0,2371879.0
1,49.0,52768.75,20520.0
1,127.0,52768.75,7723212.875
2,121.0,36545.0,11439579.40625
2,28.0,99.0,3641310.0
2,89.0,728.0,6313800.0
0,50.0,97.0,1863631.0
0,50.0,120.0,1041874.0
1,194.5,63351.6875,9595607.25
1,127.0,18178.0,442367.0
1,143.0,1655.0,3789017.5
2,54.0,134.0,6575658.25
1,80.0,22214.0,966580.0
2,50.0,15.0,3621087.0
1,194.5,63351.6875,11439579.40625
2,100.0,184.0,9584018.125
1,95.0,51593.25,11439579.40625
2,127.0,6022.0,4177354.0
1,194.5,63351.6875,442913.25
0,72.0,17301.0,134588.0
1,112.0,20398.0,113753.0
2,95.0,21780.0,7817532.875
0,48.0,118.0,2728594.25
1,73.0,38093.0,7264960.0
1,167.0,52494.0,738111.0
1,194.5,63351.6875,11439579.40625
2,140.0,1238.0,8291354.5
0,52.0,1059.0,3894.0
0,34.0,825.0,44943.0
1,79.0,47830.5,2031894.0
0,58.0,21324.5,119765.0
0,38.0,10921.0,997994.0
0,50.0,15.0,38009.0
0,19.0,76.0,1359336.0
1,107.0,11866.0,193080.0
0,126.0,50.0,116907.0
0,50.0,90.0,59961.0
0,33.0,123.0,349395.25
1,47.0,51293.25,254768.0
1,127.0,37436.5,7756081.875
0,90.0,218.0,269213.0
2,87.0,211.0,8637127.125
0,54.0,13112.0,52575.0
0,40.0,18602.0,178671.0
0,65.0,157.0,251884.25
1,112.0,52768.75,7879545.875
0,17.0,120.0,397085.0
0,70.0,51.0,645430.25
2,111.0,5784.0,3697460.0
0,31.0,102.0,514608.0
2,40.0,104.0,7723939.875
0,50.0,126.0,3273890.0
2,50.0,88.0,7849681.875
1,117.0,3765.0,1700494.25
1,194.5,63351.6875,11439579.40625
1,140.0,63351.6875,1557867.5
1,96.0,36819.0,1554553.25
1,58.0,52768.75,7883135.125
0,39.0,87.0,334681.0
1,96.0,26647.5,1707165.0
1,194.0,59014.75,8128666.125
1,78.0,21709.0,661002.0
0,90.0,10605.0,1787401.0
0,20.0,90.0,12763.0
2,50.0,82.0,7747201.875
1,194.5,30205.5,5922268.0
0,31.0,126.0,2345557.25
1,127.0,28148.5,7883135.125
1,118.0,32162.5,5363675.0
1,59.0,52768.75,7850259.875
0,15.0,92.0,878493.0
0,50.0,15.0,87666.0
2,50.0,2572.0,7753040.875
0,65.0,4912.0,883142.0
1,189.0,57644.0,4035939.0
0,87.0,282.0,249621.0
2,132.0,116.0,11439579.40625
0,50.0,6.0,583517.0
1,118.0,52924.75,2352112.0
0,29.0,125.0,4036.0
1,108.0,63351.6875,1718288.0
2,61.0,5740.0,11439579.40625
2,29.0,121.0,7873159.875
1,73.0,50748.25,233715.0
1,96.0,50920.25,11439579.40625
2,50.0,124.0,5225121.0
1,116.0,51404.25,1950190.25
0,50.0,15.0,509013.0
1,161.0,639.0,20212.0
1,194.5,63351.6875,11439579.40625
1,80.0,51515.25,7730708.875
1,153.0,21634.0,1961468.0
0,22.0,89.0,214.0
2,28.0,70.0,7717976.875
0,38.0,90.0,1041874.0
0,45.0,62.0,1716170.0
1,106.0,12144.5,3238888.0
2,59.0,17494.0,4450224.0
0,28.0,69.0,1737746.0
0,19.0,91.0,542380.0
1,194.5,40626.0,11439579.40625
0,114.0,805.0,141308.0
1,97.0,35281.5,7770880.875
2,38.0,28910.0,7883135.125
2,31.0,83.0,7714839.875
0,48.0,82.0,2648.0
0,31.0,97.0,63517.0
1,194.5,63351.6875,11439579.40625
2,87.0,43913.5,11439579.40625
1,147.0,181.0,115481.0
0,127.0,461.0,170478.25
2,14.0,97.0,7883135.125
2,40.0,63.0,7715280.875
0,30.0,153.0,2668116.0
1,68.0,35617.0,2605196.0
1,108.0,29725.0,589055.0
0,50.0,127.0,2227.0
1,76.0,39057.0,7718484.875
1,99.0,51565.25,1754147.0
1,70.0,46512.5,1933824.0
0,22.0,83.0,13156.0
0,29.0,154.0,170466.25
2,31.0,98.0,7883135.125
1,194.5,51311.0,8350060.25
0,21.0,74.0,737883.0
0,38.0,72.0,3994.0
0,56.0,188.0,1088344.0
1,78.0,39275.0,1672237.0
2,45.0,126.0,7878788.875
0,26.0,63.0,21718.0
0,50.0,98.0,78570.0
0,96.0,173.0,469143.0
2,67.0,35409.5,7729924.875
0,35.0,5252.5,26831.0
1,194.5,2227.0,1910399.0
0,50.0,93.0,290348.0
2,116.0,815.0,7883135.125
2,29.0,97.0,7014906.0
0,35.0,17231.0,236625.0
0,50.0,93.0,1408400.25
1,40.0,51271.25,34495.0
0,41.0,22.0,919621.0
0,113.0,715.0,33631.0
1,122.0,36241.5,7732263.875
1,32.0,44737.5,11034.0
0,26.0,70.0,645109.0
0,50.0,15.0,382000.0
0,32.0,108.0,9760.0
0,102.0,73.0,43339.0
1,112.0,33185.5,1204978.0
0,48.0,693.0,26127.0
0,50.0,15.0,51590.0
0,55.0,99.0,126541.0
0,48.0,113.0,12130.0
0,93.0,331.0,343616.5
0,18.0,132.0,7126.0
1,194.5,19745.0,9455584.875
1,45.0,48056.0,72815.0
1,194.5,63351.6875,8052014.875
1,194.5,63351.6875,11049293.5
2,40.0,110.0,6536380.0
2,84.0,2428.0,8029187.125
0,41.0,132.0,753844.0
0,63.0,71.0,2318706.0
0,39.0,85.0,97267.0
0,54.0,5276.0,48748.0
1,52.0,32185.0,16586.0
0,31.0,73.0,2036767.0
2,194.5,347.0,7898887.875
0,22.0,94.0,1992373.0
1,84.0,52768.75,2927024.25
1,120.0,46751.0,7738478.875
0,50.0,15.0,18101.0
0,66.0,90.0,21068.0
2,85.0,261.0,11439579.40625
2,50.0,110.0,7715280.875
1,65.0,34955.0,277800.0
2,94.0,15237.0,5708849.0
0,50.0,30.0,6945.0
2,50.0,15.0,7883135.125
0,29.0,115.0,7473.0
1,130.0,63351.6875,165473.0
2,50.0,97.0,7758654.875
1,188.0,63351.6875,5315783.25
1,127.0,24459.5,7848833.875
1,194.5,63351.6875,3279889.0
0,55.0,21573.0,365579.0
1,97.0,51127.25,103392.0
2,52.0,65.0,7883135.125
0,19.0,98.0,3457156.0
2,106.0,10256.0,11439579.40625
2,54.0,117.0,7001010.0
2,72.0,135.0,4829164.0
0,29.0,70.0,137519.0
1,108.0,52080.25,2450182.0
1,68.0,46667.5,603242.0
0,50.0,92.0,1567461.25
1,172.0,63351.6875,4252959.0
1,154.0,63351.6875,2073703.0
0,49.0,94.0,2100325.0
0,61.0,254.0,1400.0
1,83.0,51014.25,346299.0
2,50.0,100.0,7829854.875
1,74.0,50830.25,5101902.0
1,67.0,23311.0,104072.0
1,194.5,17282.0,1778107.0
2,31.0,111.0,4660846.25
2,40.0,90.0,5155249.0
0,73.0,129.0,1369.0
2,50.0,15.0,3600914.0
1,73.0,52768.75,7883135.125
0,69.0,13887.0,6535.0
1,63.0,51460.25,1164257.0
1,194.5,63351.6875,11439579.40625
0,56.0,22393.0,112254.0
0,80.0,68.0,6420.0
0,41.0,94.0,323601.25
0,14.0,100.0,59961.0
0,50.0,66.0,571391.0
0,42.0,128.0,1829326.0
2,54.0,343.0,3463707.0
2,46.0,8518.0,7730435.875
0,43.0,73.0,781255.0
1,89.0,50845.0,3058241.0
1,95.0,52690.25,2772635.0
0,122.0,109.0,13886.0
1,72.0,52768.75,2740808.0
0,51.0,63.0,2320993.0
1,127.0,17861.0,629452.0
1,106.0,25005.0,49765.0
0,62.0,124.0,1052014.0
0,23.0,20100.0,9224.0
0,50.0,72.0,2065963.0
0,39.0,117.0,818236.0
0,79.0,13832.0,198557.25
1,77.0,36861.0,4568214.0
1,56.0,42220.0,58250.0
2,18.0,141.0,7883135.125
0,50.0,160.0,1825735.0
0,51.0,6281.0,214611.0
1,194.5,63351.6875,11439579.40625
1,194.5,63351.6875,1697708.25
1,128.0,425.0,625551.0
0,50.0,755.0,1614.0
0,20.0,121.0,21718.0
1,111.0,19056.0,1669139.0
1,194.5,52770.25,7919028.875
1,106.0,12028.0,29138.0
1,48.0,52768.75,500248.0
0,108.0,609.0,35898.0
1,108.0,23106.0,4399433.0
1,60.0,29839.0,423840.0
0,78.0,1056.0,98694.0
0,53.0,1828.0,259506.0
1,56.0,41629.0,90226.0
0,50.0,108.0,1651693.25
0,39.0,11456.0,114712.0
1,194.5,63351.6875,11439579.40625
1,50.0,42268.0,1972337.0
1,194.5,62434.5,4558988.0
0,29.0,100.0,3257133.0
2,186.0,1163.0,8235361.875
0,47.0,106.0,21819.0
1,147.0,783.0,2674008.0
0,69.0,2668.0,42634.0
0,56.0,871.0,204689.0
1,106.0,51420.25,7681898.0
0,52.0,20028.5,457482.0
1,194.5,34623.0,1346572.0
1,107.0,10598.0,410162.0
0,23.0,63.0,1586424.0
1,73.0,37248.5,7783315.875
2,72.0,186.0,11439579.40625
0,100.0,205.0,194494.0
0,104.0,589.0,13468.0
0,50.0,86.0,27899.0
2,50.0,55.0,4696187.25
0,29.0,102.0,192996.0
0,50.0,115.0,1311739.0
1,107.0,8496.0,778916.0
2,50.0,71.0,7756441.875
1,46.0,52384.25,2268524.25
1,85.0,27398.0,1013213.0
1,61.0,52859.75,271880.0
1,114.0,30234.0,529334.0
0,50.0,83.0,486264.0
2,46.0,4.0,7724911.875
2,103.0,1208.0,6331080.25
0,32.0,63.0,2491895.25
1,127.0,32903.0,7743782.875
2,46.0,86.0,3787787.25
2,50.0,66.0,4512900.0
1,194.5,55241.0,7959494.0
1,95.0,52768.75,632037.0
1,194.5,63351.6875,8926379.5
2,108.0,24399.5,7837066.875
0,91.0,157.0,804501.0
0,50.0,106.0,460514.0
2,31.0,124.0,7883135.125
0,56.0,242.0,40803.0
1,127.0,36562.5,6975960.25
1,80.0,19379.0,100382.0
1,109.0,19317.0,1290568.0
2,118.0,179.0,11439579.40625
1,59.0,33213.0,367120.0
1,60.0,52899.75,8163867.0
1,72.0,52768.75,5770374.0
2,100.0,182.0,6312008.0
0,107.0,4512.0,20741.0
1,95.0,52025.25,1460773.0
0,59.0,116.0,668004.0
1,109.0,46968.0,335588.0
0,27.0,63.0,387188.0
1,41.0,32089.0,20873.0
0,50.0,121.0,3386.0
1,37.0,47209.0,206752.0
2,50.0,75.0,7883135.125
1,194.5,63351.6875,11439579.40625
2,81.0,101.0,5746149.0
0,38.0,17794.0,37104.0
1,194.5,63351.6875,11439579.40625
1,194.5,48059.5,2198415.0
0,71.0,98.0,28762.0
2,100.0,165.0,8089917.125
0,21.0,84.0,719018.0
1,194.5,22217.5,11439579.40625
2,50.0,135.0,6333526.0
1,96.0,35359.0,10768.0
1,71.0,27240.0,2901546.0
0,29.0,83.0,397457.0
2,36.0,254.0,6419571.0
0,56.0,12478.0,62216.0
0,33.0,2589.0,35513.0
1,61.0,38383.5,619302.0
0,29.0,104.0,11314.0
1,110.0,11893.0,149136.0
0,74.0,1492.0,15835.0
0,60.0,1413.0,11731.0
1,138.0,214.0,2825675.0
2,38.0,70.0,7883135.125
0,69.0,9289.5,25567.0
1,112.0,51894.25,7997766.0
1,174.0,3221.0,674760.0
1,50.0,36759.0,163290.0
2,44.0,105.0,7715280.875
0,67.0,7606.0,137802.0
0,50.0,63.0,253640.25
1,141.0,63351.6875,4248217.0
0,50.0,62.0,34394.0
1,127.0,42526.5,1555245.25
0,107.0,3531.0,39575.0
1,72.0,36933.0,2134399.0
0,35.0,5683.0,63619.0
2,38.0,90.0,7779488.875
1,95.0,13853.0,886191.0
1,84.0,22870.0,7824.0
2,28.0,88.0,7724848.875
1,108.0,18231.5,1076665.0
0,50.0,110.0,1251976.0
2,50.0,66.0,5404902.25
0,32.0,63.0,36276.0
1,73.0,46929.0,2571445.0
1,157.0,52986.75,3116633.75
0,24.0,105.0,4320.0
0,50.0,96.0,33378.0
2,45.0,6937.5,7883135.125
0,84.0,310.0,165003.0
1,49.0,39214.0,4829.0
1,172.0,54520.5,557126.0
1,49.0,49211.0,3191.0
1,49.0,51124.25,1363927.0
1,194.5,63351.6875,11439579.40625
0,59.0,217.0,950640.0
2,194.5,494.0,11439579.40625
1,162.0,4348.0,20060.0
2,45.0,156.0,11439579.40625
2,30.0,77.0,7883135.125
0,103.0,1587.0,27844.0
0,19.0,130.0,7502.0
0,31.0,117.0,2144987.0
0,24.0,119.0,749579.0
0,35.0,125.0,6528.0
1,56.0,50806.25,3296466.0
0,100.0,184.0,505732.0
2,50.0,55.0,7829854.875
2,50.0,100.0,7786680.875
1,131.0,52884.75,11439579.40625
0,59.0,83.0,6173.0
0,50.0,68.0,12507.0
0,50.0,93.0,210833.0
1,109.0,45143.0,7749421.875
0,94.0,11412.0,16164.0
0,65.0,330.0,6614.0
1,84.0,52293.25,535934.0
2,52.0,736.0,7883135.125
0,50.0,11.0,1290648.25
0,43.0,69.0,14195.0
1,158.0,63351.6875,11439579.40625
0,50.0,82.0,177517.0
0,44.0,22849.0,50194.0
2,130.0,35390.0,11439579.40625
2,108.0,1551.0,6676749.0
0,62.0,99.0,8973.0
1,72.0,50972.5,5463613.0
0,83.0,350.0,45789.0
2,50.0,15.0,7731425.875
1,194.5,63351.6875,11439579.40625
0,24.0,116.0,155635.0
1,103.0,47607.5,292219.0
0,28.0,87.0,323503.0
0,55.0,25328.0,4890.0
0,50.0,15.0,6984.0
0,32.0,9203.0,400589.0
0,100.0,211.0,149065.0
0,50.0,108.0,3131826.0
0,118.0,410.0,4800.0
1,141.0,22573.0,6117074.0
1,68.0,44069.0,325426.0
2,29.0,98.0,7735033.875
1,127.0,52299.5,7883135.125
0,59.0,56.0,198169.0
1,194.5,39770.0,485334.0
0,46.0,26660.0,10808.0
1,167.0,15863.5,472476.0
1,126.0,15287.0,126238.0
2,50.0,77.0,7726340.25
0,28.0,113.0,355587.0
0,53.0,4384.0,3588.0
0,49.0,101.0,1084845.0
0,50.0,90.0,139721.0
2,55.0,51599.25,11039924.0
2,25.0,93.0,7678726.0
