cluster,total_avg_rtt,total_avg_tp,total_avg_tcp
0,53.0,102.0,207430.0
0,38.0,63.0,417272.0
0,65.0,20305.0,142288.0
0,50.0,92.0,627786.0
1,120.0,6860.0,2216154.0
1,103.0,14496.0,2965206.0
2,50.0,74.0,5331954.0
1,177.0,52090.25,763958.0
1,152.0,10560.0,3845222.0
1,110.0,63351.6875,4106855.0
0,28.0,82.0,879.0
0,39.0,155.0,54864.0
0,50.0,82.0,124080.0
1,51.0,49404.0,5120.0
0,19.0,69.0,165658.0
2,29.0,115.0,7715280.875
0,32.0,97.0,785930.0
1,123.0,7642.5,2009222.25
1,127.0,51255.25,20361.0
0,70.0,78.0,4329.0
0,69.0,419.0,92193.0
0,120.0,158.0,170830.25
1,158.0,19243.5,3116295.0
0,58.0,20139.0,8103.0
0,114.0,168.0,89399.0
0,89.0,59.0,1072219.0
0,31.0,69.0,2037284.0
1,148.0,23516.0,2225776.0
0,50.0,90.0,207177.25
2,50.0,115.0,7883135.125
0,38.0,118.0,768337.0
1,62.0,51751.0,83224.0
0,50.0,123.0,2227.0
0,50.0,135.0,170903.25
1,107.0,27169.0,4926488.0
0,50.0,2701.0,8816.0
0,50.0,65.0,123590.0
2,100.0,214.0,7882439.875
0,35.0,85.0,111705.0
1,174.0,63351.6875,348444.25
2,61.0,28710.5,6254305.0
0,46.0,80.0,2432156.0
2,100.0,206.0,8219825.125
0,50.0,77.0,1895686.0
2,50.0,112.0,7883135.125
0,100.0,212.0,1162470.0
2,100.0,191.0,8015255.875
1,123.0,46582.5,475167.0
2,94.0,30022.0,8541839.875
1,108.0,11430.5,905160.0
0,30.0,92.0,40418.0
1,47.0,31991.0,18770.0
0,50.0,85.0,552062.0
0,118.0,60.0,128305.0
1,183.0,436.0,1451014.0
0,38.0,1070.0,153829.0
1,107.0,63351.6875,10205972.0
1,139.0,52837.75,11439579.40625
1,97.0,24757.0,360078.0
0,42.0,114.0,940955.25
0,45.0,8012.0,50890.0
1,84.0,52880.75,2169564.5
0,22.0,116.0,74857.0
2,146.0,11740.0,9744721.875
0,55.0,92.0,2939.0
0,50.0,123.0,2276992.0
0,71.0,103.0,6949.0
0,70.0,1571.0,1121740.25
2,51.0,736.0,7356696.0
0,50.0,56.0,1038216.0
0,118.0,198.0,5212.0
1,194.5,63351.6875,3136633.0
1,164.0,31191.0,9829608.0
1,39.0,51344.25,320047.0
2,89.0,216.0,7824993.875
1,65.0,52607.5,11439579.40625
0,88.0,1137.0,260403.25
0,107.0,156.0,1996555.25
0,47.0,85.0,71354.0
0,20.0,157.0,28925.0
1,53.0,52886.75,1620120.0
1,45.0,51959.25,145019.0
0,50.0,101.0,56200.0
0,59.0,96.0,23516.0
0,26.0,108.0,1848720.0
2,49.0,68.0,5266352.0
0,25.0,235.0,118040.0
0,51.0,20299.0,444346.0
0,50.0,15.0,90115.0
0,38.0,512.0,18888.0
0,19.0,152.0,566189.0
2,41.0,88.0,7716646.875
1,95.0,23580.0,141769.0
0,28.0,95.0,1699.0
0,48.0,60.0,516276.0
1,108.0,52853.75,11289316.25
1,146.0,7776.0,502.0
0,41.0,120.0,3015382.0
1,157.0,60679.0,146993.0
0,41.0,1954.0,17176.0
1,92.0,16944.5,816614.5
1,39.0,52768.75,3707.0
0,53.0,6312.5,29404.0
0,29.0,93.0,15563.0
1,94.0,24715.5,4478.0
0,77.0,70.0,23004.0
1,89.0,23146.5,2641808.0
0,51.0,477.0,1481170.0
0,45.0,95.0,1893738.25
1,90.0,63351.6875,89016.0
0,75.0,17231.0,8472.0
0,50.0,97.0,13243.0
2,115.0,253.0,11399372.0
0,50.0,111.0,5897.0
0,44.0,52.0,2132325.0
2,79.0,109.0,7714839.875
0,29.0,94.0,2178095.0
1,91.0,31722.5,3905188.0
1,107.0,8856.5,511705.0
0,50.0,129.0,170356.25
2,45.0,194.0,11439579.40625
0,50.0,94.0,115334.0
0,102.0,357.0,19792.0
0,31.0,101.0,11340.0
0,54.0,608.0,441535.0
1,105.0,63351.6875,4100661.0
1,87.0,51679.25,34396.0
1,131.0,150.0,2367729.0
0,55.0,143.0,2172528.0
0,39.0,100.0,147456.0
2,23.0,127.0,7883135.125
0,35.0,11703.0,31266.0
0,70.0,4997.5,200612.25
1,109.0,6639.0,1993448.0
0,45.0,5842.0,16450.0
0,50.0,45.0,285732.0
0,41.0,102.0,134522.0
0,106.0,89.0,26386.0
1,143.0,7392.5,1131940.0
0,29.0,68.0,68141.0
1,94.0,34028.5,4576766.0
1,109.0,18550.5,76532.0
0,50.0,152.0,6052.0
0,29.0,105.0,33483.0
2,58.0,195.0,9505208.875
0,50.0,96.0,1041874.0
1,63.0,51970.25,504598.0
2,54.0,19614.0,3102049.0
0,45.0,486.0,912024.0
1,68.0,63351.6875,343909.0
1,52.0,31678.5,751180.0
2,50.0,97.0,7883135.125
2,50.0,96.0,4164788.0
0,78.0,221.0,35671.0
0,27.0,96.0,36566.0
1,92.0,52867.75,1083927.0
0,50.0,125.0,204135.0
1,171.0,36420.0,4543832.0
1,176.0,63351.6875,2929712.0
0,40.0,100.0,64524.0
0,19.0,92.0,825259.0
0,45.0,98.0,5533.0
0,41.0,4816.0,2052154.0
2,50.0,109.0,5281607.25
0,66.0,369.0,2135844.0
0,100.0,145.0,28687.0
1,54.0,52190.25,141820.0
0,45.0,5595.0,11958.0
1,109.0,63351.6875,20609.0
0,110.0,7642.0,173670.0
0,114.0,2110.0,97244.0
0,49.0,9860.0,780165.0
0,50.0,114.0,177415.25
0,37.0,9777.0,76847.0
1,56.0,51042.0,7716153.875
2,77.0,17771.0,7806270.875
2,53.0,163.0,11439579.40625
0,50.0,111.0,573724.0
0,33.0,132.0,3316.0
1,55.0,52768.75,1766768.0
0,127.0,1082.0,21322.0
2,108.0,6652.0,3378069.0
1,90.0,42359.5,347406.0
0,108.0,175.0,44220.0
0,50.0,81.0,3007808.0
1,62.0,52867.75,635808.0
0,41.0,18493.0,6238.0
0,111.0,778.0,1380258.25
1,159.0,33207.0,5023536.0
0,50.0,95.0,11314.0
0,58.0,192.0,69649.0
1,105.0,63351.6875,9238470.0
0,110.0,238.0,77869.0
2,106.0,561.0,3796383.0
0,29.0,859.0,4148.0
0,29.0,92.0,2648.0
2,30.0,52.0,7765640.875
1,121.0,22401.0,6484504.0
1,49.0,51404.25,897433.0
1,194.5,41531.0,10330182.875
2,72.0,37.0,7678726.0
0,19.0,96.0,20005.0
0,39.0,66.0,169194.25
0,29.0,57.0,7638.0
0,30.0,106.0,6816.0
0,113.0,3197.0,48288.0
1,106.0,5524.0,1674373.0
0,50.0,66.0,525601.0
1,112.0,26041.0,487577.0
0,47.0,63.0,1558934.0
1,194.5,31613.5,5694319.0
1,172.0,223.0,462074.0
0,121.0,1300.0,68962.0
2,50.0,97.0,4453396.0
0,41.0,141.0,21505.0
0,82.0,48.0,1777158.0
0,50.0,15.0,2195330.0
2,65.0,32580.5,7731180.875
1,107.0,10342.5,354802.0
0,59.0,13463.5,1653950.25
0,41.0,3764.0,173185.25
2,82.0,21028.0,9001832.0
1,86.0,52855.75,2928712.0
0,36.0,63.0,7982.0
1,63.0,32217.0,190367.0
1,86.0,44530.5,1775192.0
1,181.0,2382.0,6447772.75
0,50.0,123.0,153958.0
0,58.0,7077.0,7483.0
1,26.0,52768.75,329862.0
2,41.0,78.0,7715280.875
1,140.0,19805.0,8001762.125
2,102.0,89.0,7883135.125
0,114.0,191.0,3782.0
1,159.0,30255.0,5125279.5
0,46.0,108.0,52592.0
0,50.0,89.0,3795.0
2,39.0,112.0,7865532.875
0,50.0,122.0,686615.0
0,121.0,193.0,205447.25
0,68.0,105.0,31667.0
0,50.0,114.0,648579.0
1,91.0,52861.75,734750.0
1,187.0,63351.6875,8579793.875
2,119.0,1851.0,8180242.0
1,99.0,21728.0,1639283.0
2,50.0,87.0,4591349.0
0,28.0,100.0,395002.0
0,50.0,119.0,45876.0
0,47.0,13383.0,5198.0
0,52.0,39.0,240751.0
2,107.0,15007.0,8524283.875
0,31.0,86.0,17107.0
0,72.0,40.0,876663.0
2,15.0,57.0,7715280.875
1,108.0,37887.5,633714.0
0,32.0,86.0,27443.0
0,29.0,117.0,34948.0
0,29.0,97.0,11053.0
0,30.0,123.0,66437.0
1,127.0,28906.0,4130771.25
0,111.0,6110.0,50886.0
1,51.0,42627.0,724130.0
0,110.0,4260.0,1164863.0
0,31.0,128.0,49240.0
1,84.0,46986.5,8101577.125
0,41.0,33.0,144090.0
1,116.0,52867.75,7871361.875
2,117.0,44.0,7792795.875
0,34.0,118.0,118042.0
1,91.0,42082.0,7722960.875
0,50.0,74.0,1025946.0
1,110.0,10945.0,2072449.0
1,109.0,35897.0,7782169.875
0,50.0,97.0,33655.0
0,19.0,87.0,44157.0
0,50.0,99.0,81751.0
0,49.0,109.0,34246.0
1,127.0,51806.5,1602635.0
0,30.0,96.0,5771.0
1,60.0,52768.75,7787511.875
2,28.0,81.0,7763805.875
0,41.0,89.0,1298954.0
2,26.0,81.0,7883135.125
1,86.0,43257.0,1391277.0
0,39.0,120.0,217067.0
1,61.0,25229.5,526529.0
0,59.0,46.0,23600.0
0,31.0,69.0,1209488.25
2,50.0,102.0,3809966.0
2,40.0,88.0,7797010.875
0,50.0,124.0,5248.0
0,69.0,125.0,933701.0
0,50.0,95.0,204730.0
0,30.0,368.0,441939.0
0,50.0,73.0,397457.0
2,50.0,80.0,5193049.0
0,29.0,107.0,36504.0
1,101.0,52768.75,7883135.125
0,105.0,7389.0,249061.0
1,62.0,51580.25,153666.0
2,14.0,114.0,7720637.875
0,54.0,24085.5,1020873.0
2,24.0,3610.0,7883135.125
0,43.0,90.0,263814.0
1,58.0,39558.0,10628.0
0,38.0,119.0,1756227.0
1,108.0,21566.5,1075247.0
0,75.0,86.0,3746.0
0,30.0,97.0,978852.0
0,38.0,96.0,29211.0
1,54.0,36360.0,1688355.0
2,50.0,116.0,3845305.0
2,118.0,162.0,7734302.875
1,64.0,32988.0,5516536.0
2,29.0,85.0,6612368.25
0,50.0,73.0,57486.0
0,50.0,13288.0,670046.0
0,50.0,125.0,2094.0
1,151.0,51257.25,4086076.0
0,69.0,1281.0,5302.0
0,57.0,190.0,1154286.0
1,110.0,31059.0,5549715.0
2,78.0,195.0,9136072.875
2,135.0,5773.0,8844558.875
0,37.0,17402.0,2338.0
0,45.0,21520.0,84044.0
0,39.0,70.0,23503.0
1,188.0,63351.6875,464039.0
0,61.0,575.0,3238.0
2,81.0,106.0,7883135.125
0,124.0,208.0,11297.0
1,106.0,22219.5,3111680.25
0,56.0,82.0,338423.0
0,50.0,57.0,2475264.25
1,58.0,26246.5,277979.0
1,47.0,49360.5,449550.25
0,50.0,122.0,763737.0
0,50.0,109.0,514418.0
1,45.0,49451.5,52305.0
0,50.0,93.0,22021.0
2,50.0,125.0,7716691.875
1,42.0,51331.5,3164986.0
0,50.0,0.0,8455.0
1,112.0,44097.5,2515917.0
1,194.5,63351.6875,11439579.40625
0,50.0,105.0,417467.0
1,68.0,45764.5,56454.0
0,108.0,1699.0,1609911.0
0,51.0,923.0,2190244.25
1,194.5,53616.0,11126782.875
0,57.0,400.0,344592.0
1,96.0,29469.5,2559564.0
1,82.0,30199.0,692580.0
1,194.5,63351.6875,11439579.40625
0,105.0,1072.0,1173603.0
0,30.0,29227.0,256392.0
0,16.0,99.0,14901.0
0,79.0,95.0,23516.0
0,115.0,2695.0,1027855.0
0,50.0,73.0,526569.0
1,158.0,6243.5,634348.0
1,194.5,63351.6875,11439579.40625
0,39.0,93.0,190060.0
0,108.0,306.0,6650.0
1,85.0,16827.0,294642.0
1,145.0,2412.0,87695.0
1,80.0,52867.75,7732378.875
1,172.0,63351.6875,1188528.0
0,50.0,67.0,3588.0
0,50.0,336.0,19206.0
0,21.0,70.0,3290419.0
0,61.0,14761.0,39763.0
2,20.0,112.0,7715280.875
0,50.0,83.0,39372.0
1,81.0,18269.0,325390.0
1,194.5,63351.6875,11439579.40625
1,167.0,9492.0,713774.0
0,31.0,102.0,1567461.25
0,62.0,78.0,451163.0
0,50.0,68.0,108308.0
0,50.0,66.0,35277.0
0,50.0,98.0,107269.0
0,31.0,618.0,32069.0
2,64.0,267.0,7854339.875
2,31.0,71.0,7768876.875
0,49.0,5352.0,47170.0
2,127.0,22021.5,7883135.125
0,108.0,3477.0,170478.0
1,54.0,51030.25,37578.0
1,106.0,43340.0,7883135.125
2,23.0,92.0,3868534.25
0,15.0,106.0,16579.0
2,79.0,162.0,8670853.125
2,50.0,64.0,7846863.875
0,50.0,97.0,6921.0
0,97.0,230.0,93602.0
0,50.0,137.0,147456.0
1,107.0,13364.0,2666012.0
0,33.0,95.0,23413.0
0,90.0,149.0,774962.0
0,38.0,101.0,203886.0
1,194.5,63351.6875,9976737.0
1,140.0,18111.0,207884.0
1,194.5,63351.6875,11439579.40625
1,79.0,63351.6875,210281.0
0,34.0,77.0,21068.0
1,88.0,35348.0,7768148.875
0,50.0,147.0,2144987.0
0,100.0,138.0,185960.0
1,112.0,7910.5,39048.0
0,50.0,68.0,3994.0
0,78.0,103.0,670722.0
0,81.0,9239.0,147052.0
0,67.0,332.0,1199308.0
2,50.0,63.0,6229047.25
0,34.0,96.0,2723877.25
2,115.0,314.0,3182754.0
0,50.0,112.0,31668.0
2,127.0,20425.0,7883135.125
1,95.0,13022.0,520973.0
0,28.0,91.0,37076.0
2,114.0,242.0,11439579.40625
2,61.0,47.0,5847910.0
0,28.0,122.0,781298.0
1,128.0,35845.5,2153075.0
1,127.0,52768.75,5246181.0
0,96.0,320.0,5006.0
1,127.0,25421.0,7725794.875
2,38.0,71.0,7727995.875
1,141.0,4189.0,385228.0
0,100.0,188.0,607558.25
0,109.0,112.0,1064667.0
2,28.0,141.0,5906227.0
0,19.0,99.0,2286.0
1,194.5,63351.6875,11439579.40625
2,80.0,32469.5,7883135.125
0,41.0,66.0,45281.0
1,194.5,4308.0,261969.0
2,70.0,45807.0,11439579.40625
0,42.0,19900.0,38662.0
0,59.0,478.0,335066.0
0,50.0,93.0,2410726.0
1,114.0,6117.0,3061428.0
2,52.0,6257.0,11439579.40625
1,127.0,30094.0,591353.0
1,142.0,25946.0,86824.0
0,50.0,97.0,17415.0
0,33.0,63.0,218400.0
2,56.0,64.0,7883135.125
1,61.0,50493.0,245579.0
0,26.0,101.0,3014091.0
0,48.0,63.0,834564.0
0,82.0,1449.0,2280350.0
0,48.0,58.0,118338.0
0,106.0,423.0,51698.0
0,87.0,79.0,965116.0
0,28.0,112.0,578431.0
1,106.0,11301.0,1497389.0
0,50.0,156.0,772906.0
0,32.0,207.0,112124.0
1,79.0,51317.5,11439579.40625
2,100.0,132.0,5836002.0
0,48.0,63.0,2592973.25
0,43.0,7890.5,101344.0
2,194.0,2046.0,11439579.40625
0,45.0,19792.5,161953.0
1,92.0,39694.0,7754719.875
0,50.0,108.0,356654.0
2,57.0,256.0,8752823.875
1,58.0,51225.25,99717.0
1,152.0,63351.6875,9922438.375
2,50.0,102.0,7883135.125
0,33.0,95.0,920161.0
1,194.5,59378.25,425845.0
0,64.0,9482.0,1328603.0
0,50.0,121.0,6105.0
0,50.0,110.0,116590.0
1,65.0,52768.75,912046.0
0,92.0,1700.0,397551.0
1,51.0,31279.0,35878.0
2,105.0,98.0,7883135.125
0,14.0,124.0,96267.0
0,31.0,111.0,482967.0
1,111.0,16104.5,2319433.25
1,177.0,58940.25,7755537.875
2,50.0,117.0,7812406.875
0,50.0,119.0,268675.0
1,124.0,40237.5,11439579.40625
1,65.0,51909.25,2623920.0
0,50.0,107.0,15930.0
1,118.0,7046.0,36803.0
1,194.5,63351.6875,7859632.875
0,50.0,74.0,4191.0
1,167.0,30291.0,10483419.875
0,106.0,392.0,381867.0
2,81.0,172.0,2982884.0
1,82.0,52768.75,2108202.0
1,194.5,61897.0,11439579.40625
1,158.0,6174.0,1293341.0
0,51.0,64.0,1927092.0
1,127.0,34180.0,497233.0
2,28.0,76.0,5451738.0
0,53.0,49.0,14606.0
2,19.0,64.0,7883135.125
0,106.0,80.0,709367.0
0,108.0,450.0,43957.0
1,36.0,52768.75,12109.0
2,57.0,25123.0,7783368.875
1,112.0,52495.25,4097128.0
0,52.0,128.0,57783.0
0,50.0,125.0,1214811.0
0,35.0,89.0,301630.0
2,114.0,24437.5,7883135.125
1,55.0,51830.25,4971.0
1,81.0,51345.25,1294165.0
1,151.0,63351.6875,5377070.0
0,39.0,950.0,50162.0
1,72.0,51328.25,683311.0
0,50.0,73.0,38649.0
1,156.0,63351.6875,3188438.0
2,150.0,225.0,8062757.25
1,87.0,52768.75,7774015.875
0,28.0,63.0,20842.0
1,194.5,63351.6875,757761.25
1,72.0,40138.0,4629.0
0,127.0,237.0,38016.0
0,63.0,126.0,219638.0
0,100.0,224.0,1698173.0
0,50.0,113.0,1051152.0
2,100.0,253.0,3383269.0
0,50.0,15.0,2618.0
1,194.5,63351.6875,11226525.875
0,27.0,86.0,614179.0
0,50.0,55.0,68402.0
0,79.0,10991.0,5876.0
2,60.0,34767.5,7883135.125
0,66.0,12652.0,24410.0
1,107.0,17089.0,3146712.0
0,68.0,18951.0,771632.0
0,78.0,90.0,79480.0
2,50.0,122.0,7883135.125
1,84.0,31357.5,1565520.0
2,28.0,96.0,7883135.125
1,194.5,63351.6875,3401628.5
0,62.0,96.0,3175.0
0,50.0,125.0,11893.0
0,21.0,44.0,948205.0
0,50.0,104.0,15802.0
1,127.0,2213.0,2849827.0
0,39.0,108.0,34246.0
0,50.0,122.0,883078.0
2,61.0,91.0,3306511.25
1,194.5,63351.6875,1670669.0
1,112.0,52768.75,7845354.875
0,57.0,1680.0,11384.0
2,69.0,593.0,7761866.875
2,28.0,114.0,7883135.125
0,68.0,11264.0,1128472.0
2,35.0,117.0,4503393.0
0,50.0,65.0,33945.0
0,39.0,97.0,42583.0
1,175.0,7944.5,3654103.0
2,144.0,143.0,11439579.40625
0,29.0,179.0,230985.0
0,30.0,63.0,315480.25
0,35.0,305.0,1277.0
1,71.0,50976.0,591428.0
1,111.0,18769.5,1725329.0
1,121.0,41331.5,221297.0
0,29.0,62.0,318.0
2,122.0,329.0,7717976.875
0,44.0,24030.0,3651.0
0,79.0,240.0,1958875.0
1,79.0,24980.0,429952.0
2,82.0,385.0,9360853.125
0,74.0,7656.0,226294.0
1,194.5,63351.6875,2787065.0
1,57.0,27190.0,9274.0
1,117.0,28775.5,7769114.875
1,187.0,63351.6875,11439579.40625
0,50.0,95.0,3197.0
0,61.0,108.0,243168.0
2,70.0,110.0,4101050.0
2,33.0,2224.0,7883135.125
1,127.0,47689.5,2166391.25
1,153.0,208.0,1273684.25
0,29.0,105.0,1637405.0
1,83.0,24172.0,568268.25
0,50.0,82.0,39434.0
1,127.0,46.0,851936.0
2,55.0,63.0,7365877.0
2,61.0,41.0,7716654.875
1,44.0,34607.5,2735563.25
2,127.0,20876.5,7883135.125
1,55.0,51012.25,273773.0
1,127.0,29940.0,3253418.25
0,31.0,97.0,20005.0
0,83.0,15978.5,124990.0
0,39.0,120.0,49240.0
0,22.0,96.0,10978.0
0,54.0,9387.0,170123.0
2,17.0,123.0,7754444.875
2,31.0,113.0,4591349.0
2,81.0,30578.5,7783380.875
0,36.0,12561.0,407739.0
1,150.0,31728.0,11439579.40625
0,93.0,151.0,152076.0
1,115.0,12490.0,2852707.0
1,194.5,29859.0,119435.0
0,33.0,64.0,476780.0
1,83.0,23141.5,81848.0
0,51.0,398.0,664782.0
2,73.0,35368.5,7840657.875
0,59.0,106.0,1340839.0
1,74.0,50621.0,8078875.125
0,28.0,160.0,254586.0
2,71.0,15746.0,7798055.875
0,29.0,90.0,14070.0
0,38.0,111.0,874723.0
0,32.0,90.0,17492.0
0,84.0,51.0,1863631.0
1,194.5,60080.0,11439579.40625
2,114.0,10219.0,4820700.0
1,194.5,63351.6875,1498392.0
2,100.0,18312.0,5317309.0
0,100.0,264.0,229781.0
1,159.0,44973.5,11439579.40625
0,100.0,198.0,44231.0
0,30.0,93.0,27573.0
1,127.0,299.0,843792.0
2,97.0,18591.0,6652813.0
0,50.0,89.0,70105.0
0,100.0,229.0,2309396.0
2,50.0,101.0,7883135.125
1,183.0,63351.6875,5571613.25
2,154.0,287.0,4998524.0
1,93.0,37042.0,7898923.125
0,40.0,63.0,170795.25
1,98.0,52768.75,7883135.125
0,29.0,100.0,606088.0
2,159.0,27329.5,11439579.40625
1,90.0,52768.75,7883135.125
1,90.0,37175.0,3985152.25
0,50.0,125.0,3009.0
0,50.0,127.0,20405.0
0,114.0,238.0,42950.0
0,50.0,70.0,2280599.0
2,25.0,89.0,4343997.0
0,80.0,4.0,1752159.0
2,39.0,96.0,7790050.875
1,194.5,63351.6875,11439579.40625
1,127.0,28938.0,7783956.875
1,47.0,51605.25,314684.0
1,58.0,36678.0,84009.0
1,82.0,52768.75,5693178.25
2,157.0,3109.0,11439579.40625
0,111.0,1298.0,222772.0
1,167.0,304.0,226182.25
0,50.0,163.0,266743.25
2,44.0,699.0,7883135.125
1,127.0,4056.0,8361.0
0,43.0,82.0,103221.0
0,49.0,12352.0,1247385.0
0,79.0,90.0,288938.0
0,65.0,55.0,45477.0
1,177.0,50937.25,2033488.0
2,100.0,218.0,7890475.125
0,79.0,15129.0,436070.0
2,23.0,63.0,7883135.125
1,62.0,51241.25,9108.0
2,109.0,19768.0,7883135.125
1,80.0,52880.75,7800879.875
2,92.0,24284.0,8879539.125
0,50.0,90.0,74279.0
0,57.0,9117.0,10808.0
2,38.0,93.0,5827661.25
2,122.0,22100.0,7794151.875
2,20.0,111.0,7883135.125
1,192.0,423.0,187179.0
2,91.0,16834.5,7723365.875
1,46.0,33818.0,233168.25
0,28.0,42.0,253728.25
1,96.0,45956.0,7883135.125
1,137.0,21453.0,4172934.0
0,50.0,104.0,2188834.0
1,141.0,63351.6875,11439579.40625
0,109.0,3110.0,59948.0
0,26.0,108.0,1860638.0
1,194.5,51120.5,11439579.40625
0,28.0,125.0,503901.0
0,100.0,188.0,1322949.0
0,36.0,94.0,24037.0
1,194.5,63351.6875,10465539.25
0,27.0,125.0,2921.0
2,29.0,63.0,3924217.25
0,50.0,94.0,9359.0
0,54.0,3.0,111565.0
0,28.0,130.0,6437.0
1,194.5,35836.0,11439579.40625
0,114.0,110.0,8455.0
0,100.0,202.0,332844.0
0,48.0,27770.0,51796.0
2,54.0,21734.5,5896964.0
1,75.0,46822.5,347457.0
1,51.0,52768.75,7714096.875
2,28.0,85.0,7883135.125
0,127.0,672.0,10402.0
2,71.0,199.0,7766096.875
0,52.0,100.0,13293.0
1,127.0,3480.0,195649.0
0,49.0,83.0,1790330.0
0,19.0,95.0,630307.0
1,64.0,35494.5,1831981.25
0,28.0,99.0,13855.0
1,113.0,35717.5,3178963.0
0,113.0,120.0,51115.0
0,110.0,5756.0,119963.0
0,29.0,93.0,3323466.0
0,32.0,1022.0,169300.25
1,117.0,17303.0,3691124.0
1,121.0,50728.25,6748025.0
1,120.0,46031.0,219230.0
1,55.0,26399.0,4202.0
2,50.0,113.0,7883135.125
1,98.0,52621.25,7551009.0
0,53.0,69.0,124580.0
0,30.0,115.0,198466.0
1,108.0,52875.75,306047.0
0,111.0,112.0,278833.0
2,71.0,20092.5,4394949.25
0,129.0,149.0,218513.0
1,99.0,50795.25,4021899.0
0,40.0,444.0,76688.0
1,123.0,33366.5,7883135.125
1,109.0,52277.25,519853.0
1,127.0,19993.0,571800.25
1,43.0,50804.25,754350.0
2,57.0,171.0,4091153.0
0,62.0,63.0,884466.0
1,194.5,63351.6875,11439579.40625
1,104.0,52866.75,341132.5
0,50.0,128.0,1467661.0
0,79.0,110.0,1048409.0
0,24.0,72.0,178619.0
1,57.0,52768.75,1147525.0
2,50.0,124.0,4591349.0
1,113.0,12778.0,2550804.0
0,59.0,62.0,2015895.0
0,82.0,220.0,2032437.0
0,52.0,187.0,1277.0
0,50.0,104.0,365614.0
1,69.0,47017.0,230588.0
0,70.0,97.0,7908.0
0,28.0,89.0,10587.0
0,50.0,118.0,56226.0
0,29.0,79.0,60357.0
0,50.0,108.0,1696936.0
0,41.0,105.0,48040.0
0,94.0,176.0,1163253.0
0,108.0,393.0,11970.0
1,194.5,51440.25,8752864.125
2,194.5,13540.5,10434137.125
0,50.0,124.0,8506.0
2,107.0,11847.5,7883135.125
0,100.0,30.0,189054.0
0,50.0,148.0,155911.0
0,36.0,120.0,155579.0
2,100.0,194.0,11204466.125
0,50.0,113.0,2225876.0
0,88.0,291.0,2261627.25
1,114.0,48303.0,6622602.0
0,102.0,8608.0,441045.0
1,58.0,51204.25,22642.0
0,50.0,95.0,2162172.0
2,56.0,3520.0,4411592.0
2,40.0,495.0,7769114.875
2,50.0,105.0,7742236.875
0,50.0,64.0,3050384.0
1,63.0,30618.0,2074008.0
0,41.0,26790.0,232093.0
1,70.0,51155.25,6692307.0
0,112.0,608.0,199514.0
0,30.0,74.0,2741.0
1,73.0,24140.5,80690.0
0,40.0,6596.0,6953.0
1,194.5,63351.6875,11439579.40625
1,55.0,27823.0,16354.0
2,120.0,18893.0,7883135.125
0,42.0,69.0,449378.25
0,31.0,94.0,1332524.0
0,40.0,28794.0,5296.0
0,15.0,110.0,1397355.25
0,37.0,29175.0,90915.0
1,127.0,52768.75,7774766.875
2,126.0,186.0,7719030.875
2,110.0,2236.0,7763887.875
0,50.0,74.0,15187.0
0,30.0,92.0,1225778.25
1,118.0,51355.25,7994530.875
0,61.0,89.0,3527.0
2,30.0,101.0,7883135.125
2,75.0,14717.5,7726828.875
0,50.0,97.0,51348.0
1,90.0,42493.0,660713.0
1,194.5,63351.6875,11439579.40625
1,137.0,35371.5,11439579.40625
1,194.5,63351.6875,9148304.875
0,38.0,66.0,2817063.0
1,55.0,33861.0,56079.0
1,77.0,24026.0,579722.0
1,194.5,63351.6875,11439579.40625
1,127.0,52768.75,7883135.125
0,50.0,41.0,22983.0
0,48.0,10319.0,5436.0
0,39.0,63.0,236376.25
0,29.0,96.0,1445562.0
0,95.0,165.0,684312.0
0,46.0,209.0,6915.0
1,194.5,36200.0,1010942.0
0,81.0,87.0,83709.0
1,108.0,43288.0,759347.0
2,28.0,104.0,4974425.25
1,69.0,51599.25,951317.0
1,194.5,63351.6875,2477305.0
2,29.0,114.0,4140637.0
1,149.0,34242.0,11439579.40625
0,56.0,11821.0,118589.0
1,70.0,52768.75,7504544.0
0,39.0,63.0,1251976.0
0,42.0,113.0,85205.0
1,127.0,52768.75,7883135.125
1,194.5,63351.6875,11439579.40625
1,127.0,15046.0,385115.0
0,115.0,439.0,334426.0
0,50.0,102.0,525601.0
0,105.0,440.0,170478.25
0,50.0,103.0,21056.0
2,32.0,157.0,7829854.875
1,97.0,52857.75,11439579.40625
1,97.0,52388.25,748580.0
0,70.0,78.0,18679.0
1,52.0,51148.25,1994.0
1,125.0,16692.0,3174330.0
1,77.0,31669.5,274843.0
2,80.0,124.0,7715280.875
0,61.0,20766.0,16525.0
1,75.0,52859.75,70264.0
0,50.0,99.0,102661.0
1,194.5,63351.6875,9610418.5
1,80.0,17294.0,2793422.0
0,127.0,34.0,15996.0
0,51.0,2611.0,48253.0
0,72.0,68.0,187954.0
0,50.0,63.0,55256.0
0,31.0,63.0,66953.0
0,109.0,1911.0,247524.0
0,39.0,94.0,674149.0
2,16.0,86.0,7732606.875
0,44.0,90.0,66472.0
2,50.0,110.0,5702793.0
0,56.0,3398.0,55830.0
2,67.0,102.0,3452877.0
0,81.0,96.0,47389.0
0,74.0,3167.0,30508.0
1,156.0,52852.75,11439579.40625
1,123.0,52865.75,6929038.25
0,50.0,120.0,2817063.0
0,27.0,135.0,20361.0
2,33.0,92.0,7785351.875
0,56.0,5990.0,7933.0
0,38.0,68.0,385696.0
